date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:05:41	42110/42110	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:43:59%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/shutterstock_159016388-640x480.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/shutterstock_159016388-640x480.jpg	(from http://medicare.bold-themes.com/clinic)
21:05:41	58006/58006	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:37%20GMT	http://medicare.bold-themes.com/clinic/sample-page/horizontal-left-menu/horizontal-left-below-logo-with-widgets/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/sample-page/horizontal-left-menu/horizontal-left-below-logo-with-widgets/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:41	57870/57870	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:36%20GMT	http://medicare.bold-themes.com/clinic/sample-page/horizontal-right-menu/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/sample-page/horizontal-right-menu/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:47	58027/58027	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:41%20GMT	http://medicare.bold-themes.com/clinic/sample-page/horizontal-right-menu/horizontal-right-below-logo/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/sample-page/horizontal-right-menu/horizontal-right-below-logo/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:47	51538/51538	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:43:51%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/shutterstock_157746134-640x480.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/shutterstock_157746134-640x480.jpg	(from http://medicare.bold-themes.com/clinic)
21:05:47	56651/56651	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:41%20GMT	http://medicare.bold-themes.com/clinic/sample-page/horizontal-right-menu-with-widgets/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/sample-page/horizontal-right-menu-with-widgets/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:47	7999/7999	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:49:13%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/client-160x160.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/client-160x160.jpg	(from http://medicare.bold-themes.com/clinic)
21:05:50	65016/65016	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:48%20GMT	http://medicare.bold-themes.com/clinic/about-us/team/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/about-us/team/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:50	64440/64440	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:48%20GMT	http://medicare.bold-themes.com/clinic/about-us/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/about-us/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:50	58013/58013	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:48%20GMT	http://medicare.bold-themes.com/clinic/sample-page/horizontal-right-menu/horizontal-right-below-logo-with-widgets/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/sample-page/horizontal-right-menu/horizontal-right-below-logo-with-widgets/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:51	7256/7256	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Jan%202016%2015:49:02%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/sign-3.png	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/sign-3.png	(from http://medicare.bold-themes.com/clinic)
21:05:53	29930/29930	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Jan%202016%2015:49:28%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/client-160x160.png	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/client-160x160.png	(from http://medicare.bold-themes.com/clinic)
21:05:55	5388/5388	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Jan%202016%2015:45:06%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/sign-1.png	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/sign-1.png	(from http://medicare.bold-themes.com/clinic)
21:05:55	60223/60223	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:51%20GMT	http://medicare.bold-themes.com/clinic/about-us/galleries/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/about-us/galleries/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:55	60820/60820	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:51%20GMT	http://medicare.bold-themes.com/clinic/about-us/doctors-profile/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/about-us/doctors-profile/index.html	(from http://medicare.bold-themes.com/clinic)
21:05:57	23375/23375	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:45:02%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/bear.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/bear.jpg	(from http://medicare.bold-themes.com/clinic)
21:05:57	4986/4986	---M--	200	added ('OK')	image/png	date:Tue,%2022%20Mar%202016%2012:14:56%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/11/icon-green.png	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/11/icon-green.png	(from http://medicare.bold-themes.com/clinic)
21:06:01	59872/59872	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:57%20GMT	http://medicare.bold-themes.com/clinic/about-us/working-hours/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/about-us/working-hours/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:01	50383/50383	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:57%20GMT	http://medicare.bold-themes.com/clinic/about-us/appointments/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/about-us/appointments/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:01	133471/133471	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:05:57%20GMT	http://medicare.bold-themes.com/clinic/about-us/timetable/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/about-us/timetable/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:01	6935/6935	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:43:56%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/shutterstock_159016388-160x160.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/shutterstock_159016388-160x160.jpg	(from http://medicare.bold-themes.com/clinic)
21:06:04	66120/66120	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:02%20GMT	http://medicare.bold-themes.com/clinic/pages/services/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/pages/services/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:05	55790/55790	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:02%20GMT	http://medicare.bold-themes.com/clinic/about-us/contact-us/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/about-us/contact-us/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:05	51409/51409	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:02%20GMT	http://medicare.bold-themes.com/clinic/pages/departments/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/pages/departments/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:05	9275/9275	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:43:48%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/shutterstock_157746134-160x160.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2015/12/shutterstock_157746134-160x160.jpg	(from http://medicare.bold-themes.com/clinic)
21:06:07	15119/15119	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:42:39%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2013/06/poster_5_up.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2013/06/poster_5_up.jpg	(from http://medicare.bold-themes.com/clinic)
21:06:07	12416/12416	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Jan%202016%2015:42:35%20GMT	http://medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2013/06/poster_4_up.jpg	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/uploads/sites/2/2013/06/poster_4_up.jpg	(from http://medicare.bold-themes.com/clinic)
21:06:09	53061/53061	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:06%20GMT	http://medicare.bold-themes.com/clinic/pages/procedures/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/pages/procedures/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:11	68391/68391	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:08%20GMT	http://medicare.bold-themes.com/clinic/pages/cost-calculator/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/pages/cost-calculator/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:11	55807/55807	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:08%20GMT	http://medicare.bold-themes.com/clinic/about-us/before-after/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/about-us/before-after/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:11	2385/2385	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:04:08%20GMT	http://medicare.bold-themes.com/clinic/wp-includes/js/comment-reply.min.js?ver=5.2.4	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-includes/js/comment-reply.min4d2c.js	(from http://medicare.bold-themes.com/clinic)
21:06:11	14440/14440	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:29:43%20GMT	http://medicare.bold-themes.com/clinic/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.4	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/plugins/contact-form-7/includes/js/scripts58e0.js	(from http://medicare.bold-themes.com/clinic)
21:06:11	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2020%20Jul%202020%2014:04:35%20GMT	https://www.facebook.com/boldthemes/	/Users/bo4/websites/aba/www.facebook.com/boldthemes/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:12	9566/9566	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:30:20%20GMT	http://medicare.bold-themes.com/clinic/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.70	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min44fd.js	(from http://medicare.bold-themes.com/clinic)
21:06:15	51379/51379	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:12%20GMT	http://medicare.bold-themes.com/clinic/pages/faq/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/pages/faq/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:15	48988/48988	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:12%20GMT	http://medicare.bold-themes.com/clinic/pages/special-offers/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/pages/special-offers/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:15	60681/60681	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:12%20GMT	http://medicare.bold-themes.com/clinic/pages/testimonials/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/pages/testimonials/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:15	98887/98887	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:13%20GMT	http://medicare.bold-themes.com/clinic/blog/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/blog/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:15	2750/2750	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:30:20%20GMT	http://medicare.bold-themes.com/clinic/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=3.7.1	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minf43b.js	(from http://medicare.bold-themes.com/clinic)
21:06:17	1846/1846	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:30:20%20GMT	http://medicare.bold-themes.com/clinic/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min6b25.js	(from http://medicare.bold-themes.com/clinic)
21:06:18	1985/1985	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:30:20%20GMT	http://medicare.bold-themes.com/clinic/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=3.7.1	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minf43b.js	(from http://medicare.bold-themes.com/clinic)
21:06:19	2940/2940	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:30:20%20GMT	http://medicare.bold-themes.com/clinic/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=3.7.1	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.minf43b.js	(from http://medicare.bold-themes.com/clinic)
21:06:21	46307/46307	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:18%20GMT	http://medicare.bold-themes.com/clinic/blog/blog-tiles/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/blog/blog-tiles/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:21	46292/46292	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:18%20GMT	http://medicare.bold-themes.com/clinic/blog/blog-grid/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/blog/blog-grid/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:21	72084/72084	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:18%20GMT	http://medicare.bold-themes.com/clinic/shop/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/shop/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:21	3931/3931	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:04:08%20GMT	http://medicare.bold-themes.com/clinic/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-includes/js/jquery/ui/core.mine899.js	(from http://medicare.bold-themes.com/clinic)
21:06:22	91405/91405	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:20%20GMT	http://medicare.bold-themes.com/clinic/blog/?blog_side_info=false	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/blog/index4da3.html	(from http://medicare.bold-themes.com/clinic)
21:06:25	86792/86792	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:21%20GMT	http://medicare.bold-themes.com/clinic/product/bci-adult-soft-boot-sensor/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/product/bci-adult-soft-boot-sensor/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:25	66400/66400	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:22%20GMT	http://medicare.bold-themes.com/clinic/shop/four-columns-products/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/shop/four-columns-products/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:25	46029/46029	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:06:22%20GMT	http://medicare.bold-themes.com/clinic/shop/my-account/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/shop/my-account/index.html	(from http://medicare.bold-themes.com/clinic)
21:06:25	36380/36380	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:04:08%20GMT	http://medicare.bold-themes.com/clinic/wp-includes/js/jquery/ui/datepicker.min.js?ver=1.11.4	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-includes/js/jquery/ui/datepicker.mine899.js	(from http://medicare.bold-themes.com/clinic)
21:07:58	0/0	---M--	302	error ('Found')	text/html	date:Mon,%2020%20Jul%202020%2014:06:25%20GMT	http://medicare.bold-themes.com/clinic/shop/checkout/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/shop/checkout/index.html	(from http://medicare.bold-themes.com/clinic)
21:08:02	6838/6838	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:04:08%20GMT	http://medicare.bold-themes.com/clinic/wp-includes/js/jquery/ui/widget.min.js?ver=1.11.4	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-includes/js/jquery/ui/widget.mine899.js	(from http://medicare.bold-themes.com/clinic)
21:08:02	71946/71946	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:07:58%20GMT	http://medicare.bold-themes.com/clinic/2015/10/18/grid-gallery-post/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/2015/10/18/grid-gallery-post/index.html	(from http://medicare.bold-themes.com/clinic)
21:08:02	68526/68526	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:07:58%20GMT	http://medicare.bold-themes.com/clinic/2015/08/08/sticky-standard-post/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/2015/08/08/sticky-standard-post/index.html	(from http://medicare.bold-themes.com/clinic)
21:08:02	66322/66322	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:08:00%20GMT	http://medicare.bold-themes.com/clinic/2015/09/22/carousel-gallery-post/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/2015/09/22/carousel-gallery-post/index.html	(from http://medicare.bold-themes.com/clinic)
21:08:03	7217/7217	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:04:08%20GMT	http://medicare.bold-themes.com/clinic/wp-includes/js/jquery/ui/button.min.js?ver=1.11.4	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-includes/js/jquery/ui/button.mine899.js	(from http://medicare.bold-themes.com/clinic)
21:08:04	7070/7070	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:04:08%20GMT	http://medicare.bold-themes.com/clinic/wp-includes/js/jquery/ui/spinner.min.js?ver=1.11.4	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-includes/js/jquery/ui/spinner.mine899.js	(from http://medicare.bold-themes.com/clinic)
21:08:06	68493/68493	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:08:03%20GMT	http://medicare.bold-themes.com/clinic/product/weight-scale/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/product/weight-scale/index.html	(from http://medicare.bold-themes.com/clinic)
21:08:06	67059/67059	---MCZ	200	added ('OK')	text/html	date:Mon,%2020%20Jul%202020%2014:08:03%20GMT	http://medicare.bold-themes.com/clinic/product/chairs/	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/product/chairs/index.html	(from http://medicare.bold-themes.com/clinic)
21:08:06	1399/1399	---MCZ	200	added ('OK')	application/x-javascript	date:Wed,%2029%20Jan%202020%2009:04:08%20GMT	http://medicare.bold-themes.com/clinic/wp-includes/js/wp-embed.min.js?ver=5.2.4	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-includes/js/wp-embed.min4d2c.js	(from http://medicare.bold-themes.com/clinic)
21:08:06	121371/121371	---MC-	200	added ('OK')	text/javascript	date:Mon,%2020%20Jul%202020%2014:08:06%20GMT	https://maps.googleapis.com/maps/api/js?key=AIzaSyBda9LxQ-Wztqsk6aFI7SkcdiypnKTPfiI&ver=5.2.4	/Users/bo4/websites/aba/maps.googleapis.com/maps/api/jsb6ea	(from http://medicare.bold-themes.com/clinic)
21:08:08	1633/1633	---MCZ	200	added ('OK')	application/x-javascript	date:Thu,%2030%20Jan%202020%2015:37:03%20GMT	http://medicare.bold-themes.com/clinic/wp-content/plugins/medicare/bt_gmap.js?ver=5.2.4	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/plugins/medicare/bt_gmap4d2c.js	(from http://medicare.bold-themes.com/clinic)
21:08:08	51/51	---MCZ	200	added ('OK')	text/plain	date:Mon,%2020%20Jul%202020%2014:08:08%20GMT	http://fonts.googleapis.com/robots.txt		(from http://medicare.bold-themes.com/clinic)
21:08:10	95/95	---M--	200	added ('OK')	text/plain	date:Fri,%2028%20Jun%202019%2002:07:15%20GMT	http://s.w.org/robots.txt		(from http://medicare.bold-themes.com/clinic)
21:08:11	847/847	---M--	200	added ('OK')	image/gif	date:Wed,%2029%20Jan%202020%2009:29:43%20GMT	http://medicare.bold-themes.com/clinic/wp-content/plugins/contact-form-7/images/ajax-loader.gif	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from http://medicare.bold-themes.com/clinic/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.4)
21:08:28	77160/77160	---M--	200	added ('OK')	application/font-woff2	date:Mon,%2020%20Jul%202020%2014:08:14%20GMT	http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfont.woff2?v=4.5.0	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfont3295.woff2	(from http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/style.css?ver=5.2.4)
21:08:32	98024/98024	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jul%202020%2014:08:15%20GMT	http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfont.woff?v=4.5.0	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfont3295.woff	(from http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/style.css?ver=5.2.4)
21:08:33	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jul%202020%2014:08:11%20GMT	http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfont.eot?v=4.5.0	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfont3295.eot	(from http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/style.css?ver=5.2.4)
21:08:45	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jul%202020%2014:08:13%20GMT	http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfont.eot?	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfontd41d.eot	(from http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/style.css?ver=5.2.4)
21:08:47	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jul%202020%2014:08:32%20GMT	http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfont.svg?v=4.5.0	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfont3295.svg	(from http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/style.css?ver=5.2.4)
21:08:55	165548/165548	---MCZ	200	added ('OK')	application/x-font-ttf	date:Mon,%2020%20Jul%202020%2014:08:28%20GMT	http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfont.ttf?v=4.5.0	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/fontawesome-webfont3295.ttf	(from http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/style.css?ver=5.2.4)
21:09:01	125252/125252	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jul%202020%2014:08:33%20GMT	http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/btmedical.eot?uxxznt	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/btmedicala1a3.eot	(from http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/style.css?ver=5.2.4)
21:09:05	125080/125080	---MCZ	200	added ('OK')	application/x-font-ttf	date:Mon,%2020%20Jul%202020%2014:08:45%20GMT	http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/btmedical.ttf?uxxznt	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/btmedicala1a3.ttf	(from http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/style.css?ver=5.2.4)
21:09:13	45328/45328	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Mon,%2020%20Jul%202020%2014:09:01%20GMT	http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/Dialogue.eot?llj31m	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/Dialogueab30.eot	(from http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/style.css?ver=5.2.4)
21:09:13	125156/125156	---M--	200	added ('OK')	application/font-woff	date:Mon,%2020%20Jul%202020%2014:08:48%20GMT	http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/btmedical.woff?uxxznt	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/btmedicala1a3.woff	(from http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/style.css?ver=5.2.4)
21:09:13	552691/552691	---MCZ	200	added ('OK')	image/svg+xml	date:Mon,%2020%20Jul%202020%2014:08:55%20GMT	http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/btmedical.svg?uxxznt	/Users/bo4/websites/aba/medicare.bold-themes.com/clinic/wp-content/themes/medicare/fonts/btmedicala1a3.svg	(from http://medicare.bold-themes.com/clinic/wp-content/themes/medicare/style.css?ver=5.2.4)
